Progress,Duration__in_seconds_,Q3,Q4,Q7,Q8,Q6,Q486,Q487,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q196,Q197,Q198,Q200,Q201,Q202,Q203,Q204,Q206,Q207,Q208,Q209,Q210,Q211,Q213,Q214,Q215,Q216,Q217,Q218,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q159,Q160,Q161,Q163,Q164,Q165,Q166,Q167,Q169,Q170,Q171,Q172,Q173,Q174,Q176,Q177,Q178,Q179,Q180,Q181,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q233,Q234,Q235,Q237,Q238,Q239,Q240,Q241,Q243,Q244,Q245,Q246,Q247,Q248,Q250,Q251,Q252,Q253,Q254,Q255,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q28,Q29,Q30,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q45,Q56,Q485,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,highest_experience,Q484_1,Q484_2,Q484_3,Q484_4,Q484_5,Q484_6,stigma_total,Q484_7,Q484_8,Q488,Q489,Q490,Q491,random_profile
36,195,1,1,2,1,21,1,4,9,9,7,7,7,9,9,7,9,9,7,7,9,7,7,7,9,9,7,7,9,7,9,9,7,9,4,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
36,554,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,7,7,7,9,10,6,9,9,7,6,6,6,9,8,9,8,6,7,9,7,9,9,7,9,1,1,18,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
37,304,1,1,2,1,18,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,9,7,7,9,8,7,9,9,7,8,9,7,7,7,9,9,7,9,10,7,9,9,7,10,4,4,21,4,4, ,1,1, ,1, , , , , , , ,1, , ,4,4,3,4,2,2, ,1,1,Social communication,"Intelligence, doing things alone",Social judgement,Government disability checks maybe?,4
37,13540,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,7,6,8,8,8,8,8,8,7,7,8,6,6,8,8,9,6,7,8,8,8,8,8,8,3,3,19,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1, ,1,1,1,1,1,1,1, ,4,4,4,4,4,4, ,1,1,Perhaps it would involve a different intensity,Witnessing an interesting insight and outlook into the world,A focus on their interests rather than you/your own,Loyalty,3
36,454,1,1,2,1,19,2,4,8,8,9,7,10,9,8,7,9,9,7,6,7,7,8,7,10,10,6,8,9,7,9,9,6,9,2,1,18,3,2,Very plain in general, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1
36,278,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,10,9,9,8,7,10,6,6,8,8,7,9,8,7,9,9,8,8,9,7,8,9,7,8,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
36,161,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,8,7,7,9,9,8,7,8,8,7,8,9,8,8,9,9,8,7,9,8,8,8,7,7,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
100,936,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,9,7,7,7,9,9,7,7,9,6,6,9,7,9,6,9,10,6,7,9,6,10,10,6,9,4,5,19,4,4, ,2,1, ,1,1, ,1, , ,1, , , , ,4,4,4,4,4,4, ,1,1,It depends on the degree of autism. There are going to be challenges but I don’t think any more than when dating a non-autistic person,They won’t get offended as easily,You may have to be more independent and take on more responsibilities than you would if you were dating a non-autistic person. so for example they may need help opening a bank account or buying a flat,"They will be truthful and tell it like is, which is important in marriage",4
100,465,1,1,2,1,20,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,9,10,10,10,8,8,8,9,7,7,8,9,7,7,7,9,8,7,10,8,8,9,9,7,9,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , ,3,3,3,2,2,2, ,4,1, , , , ,2
100,398,1,1,2,1,19,1,4,9,9,7,7,8,8,7,9,9,9,7,8,7,8,7,7,8,8,8,8,9,7,9,9,7,9,4,2,20,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , ,1, , , , ,1, , ,4,3,3,3,4,2, ,1,1,the sense of care you may need to provide,Genuine,Unfortunate judgement from others,Loyal,1
100,404,1,1,2,4,19,1,4,9,7,9,7,9,9,7,9,6,7,8,7,6,9,9,9,9,8,7,9,7,9,7,9,7,7,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , , ,1, , ,4,3,3,3,4,4, ,3,3,Differences in ways of experiencing the world may create barriers,May be very focused on you,None. When you get to marriage you know what you’re in for like with any long term partner,Unsure,1
100,517,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,6,6,8,10,9,9,10,10,6,6,7,8,8,6,10,9,6,6,10,6,10,10,6,10,1,4,18,1,1, ,1,1, ,1,1, ,1, , , ,1,1,1, ,4,3,4,4,4,2, ,3,1,Social interactions and unexpected reactions/behaviour to situations,"Always positive, lovely outlook","Hard to converse things sometimes, bad eye contact","Clever in their field so intellectual conversations in their field, always positive, funny, sweet, they mean well",4
100,391,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,9,10,8,7,9,7,8,8,7,7,9,9,7,9,8,8,7,9,7,8,9,7,9,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , , , , , ,3,2,2,3,3,2, ,3,3, , , , ,3
100,216,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,7,7,8,9,8,8,9,8,9,9,8,7,7,8,8,7,10,7,8,7,10,7,8,8,8,2,3,22,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1, ,1, , ,3,3,2,2,2,1, ,2,2, ,They are different,Do not understand emotion,None,2
100,574,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,9,9,10,6,9,10,6,6,8,7,7,6,9,9,7,9,9,7,9,8,8,9,2,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , ,1,1,1,1, ,4,4,4,4,4,3, ,2,2,Communication,More interesting,Having children,Trust,2
100,39,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,806,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,8,6,9,9,6,6,9,6,6,6,9,8,6,8,9,7,8,8,6,9,3,3,20,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , ,1, , , , ,4,4,3,3,3,3, ,1,1,"Social barriers, possible communication issues", , , ,3
100,680,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,7,9,7,9,7,7,10,9,6,7,9,6,6,6,10,9,7,6,10,6,10,10,6,10,4,5,21,5,5,"He seems like the perfect guy. The mention that he was autistic raised doubts about ability to communicate in the relationship which I find important, however this would not stop me pursuing a relationship with him.", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, ,1, , ,1, ,1, , ,4,3,2,4,4,3, ,1,1,"barriers with communication and empathy in disagreements/arguments, potentially may not get your sense of humour/sarcasm",high level of honesty - no games or lies,"problems with communication and empathy again, potentially issues with the understanding of your family, having to accomodate their needs/triggers in the home",honesty,2
100,484,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,8,9,7,8,9,8,7,6,8,8,8,7,9,9,7,8,9,7,9,9,7,9,3,3,20,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , ,1,1, ,1, , ,3,3,3,4,3,2, ,1,1,opening up and socialising/integrating into your friendship group,"intelligence (in most cases), loyalty",having to deal with particular habits or everyday things they struggle with,"loyalty, ambition",3
100,578,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,9,7,9,8,7,8,7,7,6,7,7,8,9,7,9,8,7,8,9,7,8,8,7,9,1,2,18,2,2, ,1,1, ,1,1, , , , ,1,1,1,1, ,4,3,3,3,3,2, ,1,1,Difficulty communicating/ understanding each other,Often more clear / honest,Depending on the severity of the autism however could end up feeling somewhat like a carer rather than a wife,Often leads to being very passionate about things they care about,4
100,31,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,1255,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,6,9,9,8,6,9,9,6,7,8,7,8,6,9,9,8,8,9,8,8,8,8,9,2,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1, , , , ,4,4,4,4,3,3, ,2,2,"Doesn’t reply to your texts about the days plans, white lies, pedantic",Affectionate,Difficult to organise,They would care,3
100,508,1,1,2,1,21,1,4,7,7,7,8,9,7,9,8,7,8,8,7,7,9,9,7,9,9,7,7,10,7,9,9,7,9,1,1,19,3,2,he seems very intense, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, ,1, , ,1, , ,4,4,3,4,3,3, ,1,1,i would worry they wouldnt understand my emotions,i like how passionate autistic people can be. the friends i have with ASD are generally very interesting people too,societal challenges eg that other people might not understand them. also it would mean me and my husband would process information differently which means we would need very good communication,i think it could make life more interesting to have someone around who processing things differently to you. i also have the perception that theyd be very loyal but i dont know why,1
100,479,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,8,7,9,8,7,7,8,7,7,7,8,8,7,8,10,7,9,9,7,9,3,4,20,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , ,1, , ,3,3,3,3,4,3, ,1,1,Differences in emotions,Tend to be truthful and say it how it is,The stress of marriage and children,No different benefits to marrying anyone else,2
100,771,1,1,2,4,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,7,6,7,9,8,7,9,9,7,6,8,7,7,7,9,9,7,8,10,7,9,10,6,8,3,3,19,4,3,Seems like a ‘nice guy’, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, , , , , , , ,4,4,4,4,4,3, ,1,1,Communication just like in all relationships,Better understanding of their needs?,Dependency on on you?,Closer relationship due to hurdles you’ve overcome,2
100,392,1,1,2,1,21,1,4,9,9,7,7,7,7,9,6,9,9,7,7,9,7,7,7,9,9,7,9,9,7,9,9,7,9,4,2,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , , , , , ,4,3,4,3,3,3, ,2,2,Having to state they are autistic,Think in a different way,Genetics,They’re likely lovely people just like the Neurotypical person,1
100,330,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,8,8,8,8,8,8,8,8,8,7,7,7,9,9,7,8,9,7,7,9,7,9,3,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , , , , , ,4,4,3,3,4,3, ,2,1,Not having experience of an autistic point of view,Caring,They are more dependant on you,Loving,2
100,268,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,9,6,7,9,8,9,9,8,8,8,8,8,8,8,9,9,7,8,9,7,9,9,7,9,3,2,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , ,1,1, , , ,4,4,4,4,4,4, ,1,1, , , , ,3
100,306,1,1,2,1,20,1,4,9,9,7,9,8,9,9,7,9,9,7,7,8,8,8,7,8,8,7,8,9,7,8,8,8,8,3,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1,1, , ,4,4,4,4,4,3, ,3,3, , , , ,1
100,581,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,8,7,9,7,8,8,9,7,7,7,8,8,7,8,8,7,7,9,7,9,9,7,8,2,2,19,3,2, ,1,1, ,1, , , , , , , ,1, , ,4,4,3,4,4,3, ,2,1,Understanding why they act in certain ways,Better understanding of their condition and more accepting of others,Communication,Become more inclusive of others,4
100,863,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,6,6,7,10,10,6,9,9,6,6,7,9,9,6,9,9,6,7,10,7,9,10,6,7,3,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , ,4,3,3,4,3,2, ,2,2,Social communication and expressing feeling.,Likely to care more,Potential of autistic children and job instability,Likely to be more attentive,2
100,354,1,1,2,4,20,1,4,9,9,7,9,7,9,9,7,9,9,7,7,9,7,7,7,9,9,7,8,7,9,8,8,7,8,2,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , , ,1, , ,4,4,4,4,4,3, ,1,1,Social gatherings,Attention to detail,Social expectations with others,Relying on them,1
100,502,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,7,7,8,7,7,8,8,8,8,7,9,7,7,7,9,8,7,8,9,7,9,9,7,9,2,3,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1, ,1, ,1,1,1,1, , ,3,3,3,3,3,3, ,1,1,"How unsociable they can be, as I am a social person","They often are really honest, and very little miscommunication",None,No difference to the benefits of being in a relationship with them,3
100,451,1,1,2,1,20,2,4,9,9,8,7,9,9,9,8,8,9,7,7,8,7,7,7,9,9,7,8,8,7,8,7,7,7,2,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , ,4,3,3,3,3,3, ,3,2, ,I’m not sure,I’m not sure,I’m not sure,1
100,75,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,434,1,1,2,1,19,1,4,10,10,9,6,7,9,9,6,10,9,7,7,7,9,8,6,9,10,7,6,10,6,10,10,6,10,5,4,21,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , ,1, , , , ,3,3,3,4,3,2, ,3,3, ,"A friend of mine gave me a very special necklace as a gift, and would write beautiful emails if I was upset and he was autistic. So for me it would be the attention to detail and their caring nature.",Perhaps if they did not pick up on social cues.,Again their generosity and kindness,1
100,645,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,7,9,8,9,9,7,8,8,7,7,8,7,8,8,6,9,9,7,7,7,8,8,9,7,8,2,1,18,1,1, ,2,1, ,1, , ,1, , , , , , , ,4,3,3,4,4,3, ,2,1,Their social interactions when meeting other people,They are exceptionally good at some things, , ,4
100,465,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,8,8,9,9,7,8,7,9,7,7,7,9,9,8,8,9,8,7,9,7,9,9,7,9,2,2,18,2,2, ,1,1, ,1, , , , , , , , , , ,4,3,3,4,4,4, ,1,1, ,They would be caring and trustworthy,Sometimes awkward in social situations but would not be a real challenge as it is who they are,You get to enjoy what they see as faults as cute habits and they would become so unnoticeable that you forget they’re autistic. You’re marrying the person not their autism,4
100,321,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,7,7,9,10,8,8,9,9,9,8,7,9,9,9,9,9,9,8,8,9,8,7,9,8,3,4,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, ,1, , , ,1, ,2,2,3,3,3,3, ,2,3,"Routine, change","Loyalty, routine, honesy",Frustration,Content and sure of the marriage,3
100,35988,1,1,2,1,19,1, ,10,10,6,7,7,9,9,7,8,8,7,8,6,10,10,6,9,9,6,7,9,7,9,9,7,9,3,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1, ,1, , ,3,3,3,4,4,2, ,2,1, , , , ,1
100,746,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,7,10,10,6,9,9,6,6,9,7,7,6,9,9,7,6,10,6,9,9,6,10,4,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , ,1, , , , , , , , , ,3,3,3,3,4,3, ,2,1,Initially getting to know them could be harder if they are less sociable.,A vibrant personality to be around.,Not sure,Not sure,2
100,1163,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,10,8,6,8,8,7,7,8,8,7,7,6,7,7,9,8,7,6,9,7,9,9,7,9,2,2,18,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , ,3,3,2,3,3,2, ,4,1,Reacting normal to his behaviour,I tend to believe that these people are genuinely sensitive,"Learnig to accept his needs, and learning how to coontrol his behaviour","I found these people genuinely trustworthy, and able to purely love",2
100,338,1,1,2,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,10,10,8,8,7,10,6,6,6,7,9,6,6,6,10,10,6,6,10,6,10,10,6,10,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1,1,1, ,4,4,4,4,4,3, ,1,1,stigma,happiness,stigma,happiness,3
100,537,1,1,2,4,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,9,9,9,10,9,7,8,8,8,7,9,8,7,9,9,8,8,10,6,9,9,7,10,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, ,1, , , , , , , ,4,3,4,3,4,3, ,4,1,Miscommunication & misunderstanding,Honest,Judgement of others, ,2
100,424,1,1,2,4,21,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,8,8,9,8,9,9,7,7,7,7,6,9,8,6,9,9,6,6,8,8,8,8,7,8,2,1,18,3,2,Seems like he would have different political views to me, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , , , , , , ,4,4,4,4,4,4, ,2,2,Perhaps social challenges,I'm sure it would depend on the person,I don't really see it to be an issue... I don't see how the fact they were autistic would change my opinion of them if I got along with them,Really depends on the person!!!!! duh,2
100,524,1,1,2,1,19,1,4,9,9,8,7,7,9,9,7,9,9,9,8,7,8,9,7,9,9,8,7,9,7,9,9,7,9,4,4,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,1, ,1, , ,1, , , , ,4,4,3,4,3,2, ,1,1,Maybe they wouldn't always recognise how I was feeling,They may have something they are passionate about (they are driven),Maybe the emotional connection,They may have really strong interest in things that keep them happy and motivated,1
100,45,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,16,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,241,1,1,2,4,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,10,8,10,9,7,9,7,7,9,7,7,9,9,7,9,9,7,7,10,6,9,9,7,9,1,1,18,1,1, ,1,1, ,1, , ,1, , , ,1,1, , ,4,4,2,4,4,2, ,3,3, , , , ,4
100,291,1,1,2,4,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,9,7,8,8,7,7,7,9,9,8,9,8,7,7,9,7,8,9,9,9,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, , , ,1, , , ,3,3,3,3,3,2, ,3,2,communication of emotional problems,perceptive and notices details,difficulties communicating problems,attention to detail,2
100,301,1,1,2,1,19,1,4,9,8,7,7,7,9,9,7,8,7,7,6,7,9,8,7,9,9,7,7,9,8,8,9,7,9,3,2,19,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , ,1,1, , , , , , , , , ,4,3,3,3,3,3, ,2,2,Maybe difficult to have things in common, , , ,1
100,308,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,10,9,8,7,7,8,8,7,7,7,7,9,9,7,9,9,7,8,8,7,9,9,7,8,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , ,1,1,1, , ,3,3,3,3,3,2, ,2,2,Communication,Loyalty, , ,3
